ident,le_ident,he_ident,length_ft,width_ft,surface,lighted,closed,le_lat,le_lon,he_lat,he_lon,le_heading
UWUU,14R,32L,12339,148,Concrete,1,0,54.5732,55.8493,54.5437,55.8777,151
UWWB,01,19,7217,138,Concrete,1,0,,,,,
UWWG,02,20,11482,295,Concrete,1,0,,,,,
UWWS,04,22,3938,124,Concrete,0,0,,,,,
UWWW,05,23,8379,197,Asphalt,1,0,53.4984,50.1349,53.5094,50.1693,49
UWWW,15,33,9846,148,Concrete,1,0,53.5186,50.1690,53.4932,50.1845,148
VAAH,05,23,11499,150,Asphalt,1,0,23.0660,72.6227,23.0884,72.6466,45
VAAK,10,28,4600,145,Permeable,0,0,20.7003,77.0530,20.6978,77.0643,103
VAAU,09,27,9314,148,Macadam,1,0,19.8629,75.3820,19.8632,75.4090,89
VABB,09,27,11511,197,Asphalt,1,0,19.0884,72.8480,19.0889,72.8811,89
VABB,14,32,9419,148,Asphalt,1,0,19.0985,72.8573,19.0801,72.8772,134
VABJ,05,23,8205,150,Asphalt,1,0,23.2798,69.6615,23.2958,69.6789,45
VABM,08,26,7546,148,Macadam,1,0,15.8580,74.6103,15.8609,74.6263,79
VABO,04,22,8100,150,Asphalt,1,0,22.3282,73.2180,22.3441,73.2346,44
VABP,06,24,3420,148,Asphalt,1,1,23.2852,77.3377,23.2905,77.3461,55
VABP,12,30,9022,148,Asphalt,1,0,23.2914,77.3240,23.2828,77.3417,118
VABV,07,25,6300,150,Asphalt,1,0,21.7490,72.1772,21.7555,72.1943,68
VADN,03,21,5909,150,Asphalt,1,0,20.4230,72.8375,20.4377,72.8449,25
VADN,09,27,3282,80,Asphalt,0,0,20.4349,72.8355,20.4342,72.8451,94
VADS,06,24,3300,65,Asphalt,0,0,24.2652,72.2005,24.2707,72.2084,53
VAGN,14,32,3000,45,Asphalt,0,0,24.6579,77.3445,24.6515,77.3502,141
VAHB,08,26,5479,100,Asphalt,0,0,15.3608,75.0771,15.3627,75.0926,83
VAHS,05,23,9974,148,Asphalt,1,0,22.3700,71.0288,22.3883,71.0507,
VAID,07,25,9035,148,Composite,1,0,22.7175,75.7910,22.7261,75.8111,65
VAJB,06,24,6522,150,Asphalt,1,0,23.1731,80.0438,23.1825,80.0603,59
VAJJ,08,26,3750,,,0,0,,,,,
VAJL,09,27,5577,148,Asphalt,1,0,20.9632,75.6195,20.9622,75.6358,89
VAJM,06,24,8242,148,Concrete,1,0,22.4573,69.9964,22.4681,70.0178,61
VAJM,12,30,8236,148,Asphalt,0,0,22.4710,70.0008,22.4609,70.0225,116
VAKE,05,23,4997,94,Concrete,0,0,23.1083,70.0946,23.1171,70.1060,50
VAKJ,01,19,7460,148,Asphalt,1,0,24.8072,79.9160,24.8272,79.9212,13
VAKP,07,25,6332,147,Asphalt,1,0,16.6625,74.2833,16.6668,74.2954,70
VAKS,05,23,4500,150,Asphalt,1,0,21.3131,70.2653,21.3211,70.2755,50
VALT,05,23,7546,100,Asphalt,0,0,18.4069,76.4588,18.4160,76.4706,51
VAND,09,27,7546,148,Asphalt,1,0,19.1828,77.3119,19.1812,77.3249,99
VANP,09,27,6358,150,Asphalt,0,1,21.0913,79.0373,21.0930,79.0560,84
VANP,14,32,10500,150,Asphalt,1,0,21.1090,79.0338,21.0858,79.0523,143
VAOZ,09,27,9843,148,CON/ASP,1,0,20.1178,73.8987,20.1204,73.9271,85
VAPO,10,28,10000,150,Asphalt,1,0,18.5829,73.9063,18.5814,73.9303,94
VAPO,14,32,5893,150,Asphalt,0,0,18.5850,73.9164,18.5738,73.9287,134
VAPR,09,27,4500,150,Asphalt,0,0,21.6485,69.6506,21.6489,69.6639,88
VARG,05,23,6890,148,Asphalt,0,0,17.0091,73.3234,17.0182,73.3322,43
VARK,05,23,6040,148,Asphalt,1,0,22.3035,70.7730,22.3148,70.7860,47
VARP,06,24,6414,150,Asphalt,1,0,21.1758,81.7308,21.1850,81.7468,58
VASD,09,27,8202,148,Hard,0,0,19.6885,74.3652,19.6891,74.3889,89
VASL,15,33,6591,145,Asphalt,0,0,17.6330,75.9312,17.6229,75.9385,145
VASU,04,22,9530,148,Asphalt,1,0,21.1104,72.7382,21.1177,72.7454,43
VAUD,08,26,7484,150,Asphalt,1,0,24.6162,73.8849,24.6192,73.9073,82
VCBI,04,22,10991,148,Asphalt,1,0,7.1687,79.8749,7.1928,79.8933,37
VCCA,05,23,4876,150,Asphalt,0,0,8.2968,80.4230,8.3061,80.4328,46
VCCB,06,24,5118,151,Asphalt,1,0,7.7034,81.6744,7.7081,81.6831,61
VCCC,04,22,6013,100,Asphalt,1,0,6.8151,79.8817,6.8289,79.8908,33
VCCG,07,25,3600,151,Asphalt,0,0,7.3350,81.6214,7.3392,81.6304,65
VCCJ,05,23,4593,98,Asphalt,1,0,9.7907,80.0683,9.7995,80.0775,
VCCK,07,25,3142,140,Asphalt,0,0,5.9922,80.3162,5.9952,80.3243,70
VCCN,11,29,3200,145,Asphalt,0,0,6.5535,79.9733,6.5507,79.9818,108
VCCS,04,22,5925,145,Asphalt,0,0,7.9503,80.7233,7.9630,80.7337,39
VCCT,06,24,7850,85,Asphalt,0,0,8.5330,81.1725,8.5440,81.1912,59
VCCV,05,23,5060,80,Asphalt,0,0,8.7362,80.4928,8.7466,80.5019,41
VCCW,07,25,4000,93,Asphalt,0,0,6.2525,81.2300,6.2565,81.2403,69
VCRI,05,23,11483,197,Asphalt,1,0,,,,,
VDBG,07,25,5250,112,Asphalt,0,0,13.0930,103.2180,13.0981,103.2310,69
VDKH,18,36,7874,150,Concrete,0,0,12.2661,104.5640,12.2444,104.5630,182
VDPP,05,23,9843,144,Asphalt,1,0,11.5371,104.8340,11.5560,104.8540,46
VDRK,18,36,3937,,,0,0,,,,,
VDSA,05,23,11827,197,Concrete,0,0,,,,,
VDST,02,20,4248,70,Asphalt,0,0,13.5260,106.0120,13.5371,106.0160,19
VDSV,03,21,8202,112,Asphalt,1,0,10.5740,103.6340,10.5844,103.6400,28
VDSY,18,36,4800,148,Gravel,0,0,,,,,
VEAN,05,23,3675,100,Asphalt,0,0,28.1746,94.8009,28.1761,94.8032,54
VEAT,05,23,,,,0,1,,,,,
VEAT,18,36,7500,148,Asphalt,1,0,23.8973,91.2413,23.8767,91.2396,184
VEAZ,01,19,3755,70,Asphalt,0,0,23.7415,92.8020,23.7517,92.8035,7
VEBA,18,36,2830,100,Asphalt,0,0,,,,,
VEBD,18,36,9035,150,Permeable,1,0,26.6936,88.3289,26.6689,88.3282,181
VEBG,09,27,4906,,,0,0,,,,,
VEBI,04,22,6000,150,Concrete,0,0,25.6973,91.9730,25.7100,91.9845,39
VEBK,13,31,5300,100,Asphalt,0,0,23.6483,86.1429,23.6387,86.1549,131
VEBN,09,27,9006,148,Asphalt,1,0,25.4529,82.8486,25.4518,82.8704,93
VEBS,05,23,4524,150,Asphalt,0,0,20.2402,85.8123,20.2484,85.8232,51
VEBS,14,32,9003,150,Asphalt,1,0,20.2572,85.8078,20.2409,85.8205,144
VEBU,17,35,5035,82,Asphalt,0,0,21.9952,82.1095,21.9816,82.1125,168
VECA,05,23,9003,148,Asphalt,1,0,27.4542,95.1071,27.4702,95.1282,50
VECC,01L,19R,9291,150,Asphalt,1,0,22.6402,88.4440,22.6617,88.4465,6
VECC,01R,19L,11919,150,Asphalt,1,0,22.6422,88.4463,22.6748,88.4501,6
VECO,04,22,3500,100,Asphalt,0,0,26.3271,89.4635,26.3339,89.4709,45
VEDB,07,25,3728,93,Asphalt,0,0,23.8332,86.4201,23.8364,86.4307,72
VEDG,16,34,9186,138,Asphalt,0,0,,,,,
VEDH,10,28,9000,150,Concrete,0,0,26.1950,85.9038,26.1915,85.9309,98
VEDO,09,27,2398,,Paved,0,0,,,,,
VEDX,17,35,9000,150,Concrete,1,0,22.3518,87.2127,22.3272,87.2162,173
VEDZ,07,25,3030,,,0,0,,,,,
VEGK,11,29,9000,150,Permeable,1,0,26.7446,83.4370,26.7349,83.4624,113
VEGT,02,20,9000,150,Asphalt,1,0,26.0947,91.5806,26.1175,91.5912,23
VEGY,10,28,7500,148,Asphalt,1,0,24.7468,84.9402,24.7419,84.9621,104
VEHK,15,33,4185,55,Asphalt,0,0,21.5846,84.0025,21.5748,84.0090,148
VEHX,10L,28R,6000,110,Asphalt,0,1,26.7132,89.3575,26.7087,89.3750,106
VEHX,11R,29L,9000,148,Permeable,1,0,26.7017,89.3559,26.6948,89.3823,106
VEIM,04,22,9009,148,Asphalt,1,0,24.7498,93.8890,24.7701,93.9044,35
VEJH,06,24,7844,148,Concrete,0,0,21.9084,84.0409,21.9183,84.0615,63
VEJP,16,34,3937,,Asphalt,0,0,,,,,
VEJS,08,26,4010,100,Asphalt,0,0,22.8123,86.1630,22.8140,86.1747,81
VEJT,04,22,9000,150,Concrete,1,0,26.7227,94.1658,26.7404,94.1852,44
VEKI,11,29,10500,148,Asphalt,0,0,,,,,
VEKM,01,19,4500,,Asphalt,0,0,,,,,
VEKR,03,21,3300,100,Asphalt,0,0,24.3041,92.0049,24.3122,92.0094,27
VEKU,06,24,5993,148,Asphalt,1,0,24.9084,92.9712,24.9174,92.9863,57
VEKW,18,36,3000,,,0,0,,,,,
VELP,17,35,8202,148,Asphalt,1,0,23.8518,92.6179,23.8294,92.6216,171
VELR,04,22,7500,150,Permeable,1,0,27.2879,94.0898,27.3031,94.1055,43
VEMH,11,29,3600,,,0,0,,,,,
VEMN,05,23,6000,148,Asphalt,1,0,27.4780,95.0103,27.4897,95.0235,45
VEMR,12,30,7513,148,Asphalt,1,0,25.8888,93.7615,25.8791,93.7817,118
VEMZ,10,28,3990,90,Asphalt,0,0,26.1205,85.3078,26.1177,85.3195,105
VENP,01,19,3380,96,Composite,0,0,20.8654,82.5194,20.8747,82.5197,1
VEPG,17,35,3300,,,0,0,,,,,
VEPH,15,33,9000,150,Asphalt,1,0,23.4850,87.4207,23.4637,87.4343,149
VEPI,02,20,6116,150,Asphalt,1,0,22.7729,88.3566,22.7891,88.3619,17
VEPT,07,25,6410,148,Asphalt,1,0,25.5881,85.0789,25.5946,85.0970,68
VEPU,09,27,8700,150,Concrete,1,0,25.7596,87.3968,25.7596,87.4232,90
VERC,13,31,8855,148,Asphalt,1,0,23.3225,85.3116,23.3068,85.3318,130
VERK,09,27,5987,98,Asphalt,0,0,22.2565,84.8057,22.2568,84.8234,89
VETJ,14,22,4500,,,0,0,,,,,
VETZ,05,23,9010,150,Asphalt,1,0,26.7003,92.7751,26.7180,92.7944,44
VEUK,03,21,3000,100,Asphalt,0,0,20.0939,83.1815,20.1009,83.1861,31
VEVZ,05,23,6000,150,Asphalt,1,0,17.7156,83.2181,17.7267,83.2309,48
VEVZ,10,28,10007,148,Asphalt,0,0,17.7243,83.2188,17.7220,83.2475,96
VEZO,18,36,4010,100,Asphalt,0,0,27.5938,93.8284,27.5828,93.8277,183
VGBR,17,35,5995,100,Asphalt,1,0,22.8092,90.3002,22.7928,90.3021,174
VGCB,17,35,6790,125,Asphalt,0,0,21.4613,91.9620,21.4431,91.9657,169
VGEG,05,23,9646,148,Concrete,1,0,22.2408,91.8027,22.2584,91.8239,48
VGHS,14,32,11500,150,Permeable,1,0,23.8550,90.3885,23.8317,90.4069,144
VGIS,15,33,4700,80,Concrete,0,0,24.1583,89.0463,24.1467,89.0525,154
VGJR,16,34,8000,150,Asphalt,1,0,23.1938,89.1563,23.1738,89.1653,158
VGRJ,17,35,6000,100,Asphalt,1,0,24.4453,88.6150,24.4291,88.6181,170
VGSD,16,34,6000,100,Asphalt,1,0,25.7670,88.9057,25.7515,88.9121,160
VGSY,11,29,9478,150,Asphalt,1,0,24.9683,91.8536,24.9581,91.8800,113
VGTJ,17,35,9315,98,Asphalt,0,0,23.7911,90.3790,23.7664,90.3864,164
VHHH,07C,25C,12467,197,Asphalt,1,0,22.3104,113.8960,22.3216,113.9310,71
VHHH,07L,25R,12467,197,Asphalt,1,0,22.3211,113.8807,22.3323,113.9156,74
VHHH,07R,25L,12467,197,Asphalt,1,0,22.2962,113.8980,22.3074,113.9328,71
VHSK,11,29,6180,110,Asphalt,0,0,22.4397,114.0720,22.4335,114.0890,111
VIAG,05,23,9000,148,Concrete,1,0,27.1494,77.9515,27.1666,77.9714,46
VIAG,12,30,5964,148,Concrete,1,0,27.1612,77.9526,27.1540,77.9691,116
VIAH,11,29,4882,75,Asphalt,0,0,27.8638,78.1381,27.8592,78.1523,
VIAL,06,24,4800,150,Concrete,1,0,25.4353,81.7239,25.4410,81.7370,64
VIAL,12,30,8110,150,Asphalt,1,0,25.4436,81.7261,25.4329,81.7476,119
VIAM,12L,30R,9224,150,Asphalt,1,0,30.3783,76.8023,30.3650,76.8272,122
VIAM,12R,30L,7952,150,Asphalt,1,1,30.3704,76.8078,30.3589,76.8293,122
VIAR,16,34,12000,148,Asphalt,1,0,31.7233,74.7906,31.6959,74.8039,158
VIAW,12,30,10500,150,Asphalt,1,0,33.8847,74.9613,33.8686,74.9900,124
VIAX,13,31,9039,148,Asphalt,1,0,31.4422,75.7482,31.4253,75.7694,133
VIBK,05,23,8960,148,Asphalt,1,0,28.0617,73.1973,28.0795,73.2171,45
VIBL,09,27,8990,150,Concrete,1,0,26.9888,80.8793,26.9879,80.9069,92
VIBR,16,34,3690,100,Asphalt,1,0,31.8814,77.1522,31.8720,77.1565,159
VIBT,13,31,9200,150,Asphalt,1,0,30.2784,74.7447,30.2619,74.7668,131
VIBW,12,30,4200,72,Asphalt,1,0,28.8394,76.1743,28.8347,76.1839,118
VIBY,11,29,9000,150,Concrete,1,0,28.4267,79.4379,28.4174,79.4638,112
VICG,11,29,12467,148,Asphalt,1,0,30.6785,76.7755,30.6684,76.8016,114
VICX,09,27,9000,150,Concrete,1,0,26.4041,80.4001,26.4046,80.4283,89
VIDD,12,30,4520,150,Asphalt,0,0,28.5881,77.2001,28.5809,77.2115,125
VIDF,14,32,4335,50,Asphalt,0,0,29.5984,80.2351,29.5889,80.2434,143
VIDN,08,26,7000,150,Asphalt,1,0,30.1888,78.1745,30.1906,78.1860,80
VIDP,09,27,9229,148,Asphalt,1,0,28.5705,77.0880,28.5698,77.1170,92
VIDP,10,28,12500,148,Asphalt,1,0,28.5672,77.0848,28.5585,77.1225,105
VIDP,11L,29R,14436,148,Asphalt,0,0,28.5501,77.0682,28.5407,77.1119,103
VIDP,11R,29L,14534,197,Asphalt,1,0,28.5472,77.0655,28.5377,77.1095,103
VIDX,09,27,9000,150,Permeable,1,0,28.7078,77.3449,28.7076,77.3729,90
VIGG,15,33,4620,98,Asphalt,0,0,32.1705,76.2594,32.1598,76.2674,148
VIGR,06,24,9000,150,Concrete,1,0,26.2873,78.2158,26.2994,78.2397,61
VIHR,12,30,10236,150,Asphalt,1,0,29.1822,75.7499,29.1767,75.7607,120
VIHX,13,31,10007,148,Permeable,1,0,30.7567,75.6190,30.7404,75.6406,131
VIJN,15,33,3630,70,Asphalt,0,0,25.4953,78.5554,25.4870,78.5615,146
VIJO,05,23,9005,150,Permeable,1,0,26.2423,73.0392,26.2599,73.0585,45
VIJP,08,26,9177,148,Permeable,1,0,26.8229,75.7982,26.8255,75.8262,84
VIJP,15,33,5223,148,Asphalt,0,0,26.8351,75.7946,26.8235,75.8040,144
VIJR,04,22,9000,150,Concrete,0,0,26.8796,70.8556,26.8977,70.8743,43
VIJU,18,36,6700,148,Asphalt,1,0,32.6984,74.8368,32.6799,74.8380,177
VIKA,10,28,3685,135,Concrete,0,0,26.4425,80.3594,26.4404,80.3704,102
VIKG,05,23,7060,150,Concrete,0,0,,,,,
VIKO,08,26,4078,150,Asphalt,0,0,25.1589,75.8396,25.1616,75.8516,76
VILD,12,30,4800,98,Asphalt,0,0,30.8579,75.9459,30.8515,75.9593,119
VILH,06,24,500,85,Asphalt,0,1,34.1268,77.5566,34.1274,77.5578,59
VILH,07,25,500,60,Asphalt,0,1,34.1288,77.5378,34.1291,77.5392,72
VILH,07L,25R,9040,150,Asphalt,1,0,34.1313,77.5326,34.1404,77.5604,69
VILK,09,27,8996,148,Permeable,1,0,26.7604,80.8755,26.7608,80.9031,89
VIPK,01,19,8970,150,Asphalt,1,0,32.2215,75.6323,32.2458,75.6369,9
VIPL,15,33,3830,150,Asphalt,0,0,30.3193,76.3613,30.3104,76.3676,149
VIPT,10,28,4500,100,Asphalt,0,0,29.0341,79.4681,29.0327,79.4794,98
VIRB,09,27,5650,138,Asphalt,1,0,26.2484,81.3719,26.2485,81.3891,90
VISA,05,23,8987,140,Asphalt,1,0,29.5531,74.9948,29.5680,75.0174,53
VISM,14,32,4035,75,Asphalt,0,0,31.0864,77.0644,31.0772,77.0716,146
VISP,09,27,9000,150,Concrete,1,0,29.9939,77.4111,29.9940,77.4395,90
VISR,13,31,12090,150,Asphalt,1,0,33.9990,74.7607,33.9753,74.7878,136
VIST,11,29,3476,95,Asphalt,0,0,24.5638,80.8500,24.5608,80.8599,108
VISV,12,30,5019,,Asphalt,1,0,,,,,
VIUT,02,20,9002,150,Concrete,1,0,25.8014,71.4775,25.8246,71.4870,20
VIUX,18,36,9000,148,Permeable,0,0,32.9146,75.1559,32.8898,75.1565,179
VLHS,16,34,4922,75,Asphalt,0,0,20.2636,100.4350,20.2510,100.4400,156
VLLB,06,24,8202,148,Asphalt,1,0,19.8925,102.1520,19.9020,102.1700,61
VLLN,18,36,5249,98,Asphalt,0,0,,,,,
VLPS,15,33,7874,147,Concrete,1,0,15.1382,105.7770,15.1259,105.7860,147
